feature,lasso_coefficient,kept
APAAC33,-0.00013238597920607544,True
_ChargeD1075,0.0,False
RN,-0.0,False
RQ,-0.0,False
RG,-0.0,False
APAAC34,-0.0,False
APAAC38,-0.0,False
Y,0.0,False
AG,0.0,False
W,-0.0,False
_PolarityD3100,-0.0,False
_SolventAccessibilityD3075,-0.0,False
AR,0.0,False
RF,0.0,False
RS,0.0,False
RI,-0.0,False
QSOgrant6,-0.0,False
QSOgrant5,-0.0,False
_ChargeD2100,-0.0,False
GA,0.0,False
GR,-0.0,False
FY,0.0,False
PR,-0.0,False
LS,-0.0,False
LN,0.0,False
LD,0.0,False
LG,-0.0,False
IW,-0.0,False
IM,0.0,False
IQ,0.0,False
II,0.0,False
IE,0.0,False
_SecondaryStrD2100,-0.0,False
_SecondaryStrD2050,0.0,False
RR,0.0,False
QSOgrant4,-0.0,False
ME,0.0,False
MD,0.0,False
MC,0.0,False
KM,0.0,False
KH,-0.0,False
KG,0.0,False
KT,-0.0,False
KN,-0.0,False
KR,-0.0,False
LW,-0.0,False
K,-0.0,False
G,-0.0,False
H,0.0,False
L,-0.0,False
C,0.0,False
PI,-0.0,False
PM,0.0,False
PF,-0.0,False
PY,-0.0,False
SQ,0.0,False
TP,0.0,False
TV,-0.0,False
TS,-0.0,False
MV,-0.0,False
FR,-0.0,False
MH,-0.0,False
MM,0.0,False
FN,-0.0,False
IC,-0.0,False
FW,-0.0,False
FC,0.0,False
LC,-0.0,False
IY,-0.0,False
LR,-0.0,False
MoreauBrotoAuto_Hydrophobicity2,0.0,False
HL,0.0,False
HR,0.0,False
VY,-0.0,False
EL,0.0,False
GP,-0.0,False
MoreauBrotoAuto_Hydrophobicity5,-0.0,False
MoreauBrotoAuto_Hydrophobicity8,0.0,False
VV,-0.0,False
WS,-0.0,False
YN,-0.0,False
YE,0.0,False
PG,0.0,False
VM,-0.0,False
VF,-0.0,False
VS,0.0,False
GD,0.0,False
GF,-0.0,False
GM,-0.0,False
YM,-0.0,False
VA,0.0,False
MoreauBrotoAuto_Steric10,0.0,False
MoreauBrotoAuto_Mutability7,-0.0,False
NL,-0.0,False
DN,0.0,False
NG,-0.0,False
ND,0.0,False
VN,0.0,False
VR,-0.0,False
RY,-0.0,False
NR,0.0,False
CW,-0.0,False
MoreauBrotoAuto_ResidueVol8,0.0,False
MoreauBrotoAuto_Polarizability7,-0.0,False
MoreauBrotoAuto_AvFlexibility1,0.0,False
MoreauBrotoAuto_FreeEnergy5,0.0,False
MoreauBrotoAuto_FreeEnergy4,0.0,False
MoranAuto_Steric12,0.0,False
GW,-0.0,False
WN,-0.0,False
WR,-0.0,False
WA,-0.0,False
YC,-0.0,False
YL,-0.0,False
YG,-0.0,False
MoranAuto_FreeEnergy7,-0.0,False
MoranAuto_ResidueASA12,0.0,False
MoranAuto_ResidueVol7,-0.0,False
MoranAuto_Steric2,-0.0,False
MoranAuto_Steric3,-0.0,False
MoranAuto_Steric4,0.0,False
MoreauBrotoAuto_Hydrophobicity9,0.0,False
MoranAuto_Polarizability12,0.0,False
ET,0.0,False
EP,0.0,False
EF,0.0,False
EM,-0.0,False
QI,0.0,False
QE,-0.0,False
QF,-0.0,False
DM,0.0,False
GearyAuto_AvFlexibility7,-0.0,False
GearyAuto_FreeEnergy4,0.0,False
GearyAuto_AvFlexibility2,0.0,False
GearyAuto_AvFlexibility4,0.0,False
GearyAuto_Hydrophobicity5,-0.0,False
MoranAuto_Steric14,0.0,False
_SecondaryStrT13,0.0,False
_PolarizabilityT23,-0.0,False
_HydrophobicityC1,0.0,False
_PolarityC3,0.0,False
_SecondaryStrC1,-0.0,False
_SolventAccessibilityC2,0.0,False
MoranAuto_AvFlexibility7,0.0,False
GearyAuto_ResidueASA2,0.0,False
QR,0.0,False
EW,0.0,False
QSOSW8,0.0,False
GearyAuto_ResidueVol2,0.0,False
GearyAuto_ResidueVol4,-0.0,False
GearyAuto_Steric1,0.0,False
RA,0.0,False
QSOSW6,0.0,False
QSOSW4,-0.0,False
QSOSW5,0.0,False
QSOgrant10,0.0,False
QSOgrant9,-0.0,False
CA,0.0,False
DW,0.0,False
DP,0.0,False
AW,-0.0,False
AC,0.0,False
QSOgrant11,0.0,False
APAAC18,0.0,False
APAAC21,0.0,False
APAAC27,-0.0,False
APAAC5,0.0,False
AD,0.0,False
DG,-0.0,False
APAAC2,0.0,False
QSOgrant17,0.0,False
DD,0.0,False
DQ,0.0,False
tausw7,0.0,False
PAAC12,0.0,False
QSOSW16,-0.0,False
QSOgrant15,0.0,False
RW,-0.0,False
QSOSW9,0.0,False
